0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	0	2025-07-26 23:06:17.994028	2025-07-26 23:06:37.603283	0:00:19.609255	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	1	5	 1	 0.2	 0.2	 0.3	 0.3	 0.3	 0.3	 0.1	 0.2	 0.2	 0.2	 0.2	0	2025-07-26 23:06:21.400244	2025-07-26 23:06:38.446096	0:00:17.045852	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	1	5	 1	 0.2	 0.2	 0.3	 0.3	 0.3	 0.3	 0.1	 0.2	 0.2	 0.2	 0.2	1	2025-07-26 23:06:21.400244	2025-07-26 23:06:38.597590	0:00:17.197346	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	0	2025-07-26 23:06:22.682780	2025-07-26 23:06:39.365606	0:00:16.682826	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	1	2025-07-26 23:06:22.682780	2025-07-26 23:06:39.516363	0:00:16.833583	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	2	5	 1	 0.2	 0.2	 0.4	 0.4	 0.4	 0.4	 0.4	 0.3	 0.2	 0.3	 0.3	0	2025-07-26 23:06:21.663992	2025-07-26 23:06:40.021174	0:00:18.357182	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	2	2025-07-26 23:06:22.682780	2025-07-26 23:06:43.806441	0:00:21.123661	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	1	2025-07-26 23:06:17.994028	2025-07-26 23:06:46.269720	0:00:28.275692	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	1	5	 1	 0.2	 0.2	 0.3	 0.3	 0.3	 0.3	 0.1	 0.2	 0.2	 0.2	 0.2	2	2025-07-26 23:06:21.400244	2025-07-26 23:06:47.100529	0:00:25.700285	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	2	2025-07-26 23:06:17.994028	2025-07-26 23:06:48.796311	0:00:30.802283	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	3	2025-07-26 23:06:22.682780	2025-07-26 23:06:50.350686	0:00:27.667906	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	3	2025-07-26 23:06:17.994028	2025-07-26 23:06:50.591590	0:00:32.597562	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	2	5	 1	 0.2	 0.2	 0.4	 0.4	 0.4	 0.4	 0.4	 0.3	 0.2	 0.3	 0.3	1	2025-07-26 23:06:21.663992	2025-07-26 23:06:51.026589	0:00:29.362597	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	1	5	 1	 0.2	 0.2	 0.3	 0.3	 0.3	 0.3	 0.1	 0.2	 0.2	 0.2	 0.2	3	2025-07-26 23:06:21.400244	2025-07-26 23:06:52.345008	0:00:30.944764	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	4	2025-07-26 23:06:17.994028	2025-07-26 23:06:52.652563	0:00:34.658535	0.8869608087857438	0.9865438969034245	0.9766106822854039	0.9326679018404443	0.7142857142857143	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	5	2025-07-26 23:06:17.994028	2025-07-26 23:06:52.800503	0:00:34.806475	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	6	2025-07-26 23:06:17.994028	2025-07-26 23:06:52.938504	0:00:34.944476	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	7	2025-07-26 23:06:17.994028	2025-07-26 23:06:53.306075	0:00:35.312047	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	8	2025-07-26 23:06:17.994028	2025-07-26 23:06:53.492514	0:00:35.498486	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	9	2025-07-26 23:06:17.994028	2025-07-26 23:06:53.642639	0:00:35.648611	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	4	2025-07-26 23:06:22.682780	2025-07-26 23:06:54.144396	0:00:31.461616	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	5	2025-07-26 23:06:22.682780	2025-07-26 23:06:54.278545	0:00:31.595765	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	6	2025-07-26 23:06:22.682780	2025-07-26 23:06:54.416203	0:00:31.733423	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	2	5	 1	 0.2	 0.2	 0.4	 0.4	 0.4	 0.4	 0.4	 0.3	 0.2	 0.3	 0.3	2	2025-07-26 23:06:21.663992	2025-07-26 23:06:55.810016	0:00:34.146024	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	2	5	 1	 0.2	 0.2	 0.4	 0.4	 0.4	 0.4	 0.4	 0.3	 0.2	 0.3	 0.3	3	2025-07-26 23:06:21.663992	2025-07-26 23:06:55.990692	0:00:34.326700	0.8970294529941361	0.986432805929549	0.976721629485936	0.9357738612037465	0.7391304347826086	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	10	2025-07-26 23:06:17.994028	2025-07-26 23:06:56.080329	0:00:38.086301	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	11	2025-07-26 23:06:17.994028	2025-07-26 23:06:56.230918	0:00:38.236890	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	2	5	 1	 0.2	 0.2	 0.4	 0.4	 0.4	 0.4	 0.4	 0.3	 0.2	 0.3	 0.3	4	2025-07-26 23:06:21.663992	2025-07-26 23:06:56.692375	0:00:35.028383	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	7	2025-07-26 23:06:22.682780	2025-07-26 23:06:56.755337	0:00:34.072557	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	8	2025-07-26 23:06:22.682780	2025-07-26 23:06:56.898096	0:00:34.215316	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	12	2025-07-26 23:06:17.994028	2025-07-26 23:06:57.029996	0:00:39.035968	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	1	5	 1	 0.2	 0.2	 0.3	 0.3	 0.3	 0.3	 0.1	 0.2	 0.2	 0.2	 0.2	4	2025-07-26 23:06:21.400244	2025-07-26 23:06:57.042999	0:00:35.642755	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	0	5	 1	 0.2	 0.2	 0.2	 0.2	 0.2	 0.2	 0.1	 0.1	 0.2	 0.1	 0.1	13	2025-07-26 23:06:17.994028	2025-07-26 23:06:57.173237	0:00:39.179209	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	9	2025-07-26 23:06:22.682780	2025-07-26 23:06:57.318169	0:00:34.635389	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	10	2025-07-26 23:06:22.682780	2025-07-26 23:06:57.551032	0:00:34.868252	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	11	2025-07-26 23:06:22.682780	2025-07-26 23:06:57.693824	0:00:35.011044	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	12	2025-07-26 23:06:22.682780	2025-07-26 23:06:57.846531	0:00:35.163751	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	13	2025-07-26 23:06:22.682780	2025-07-26 23:06:58.016203	0:00:35.333423	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
0	3	5	 1	 0.2	 0.2	 0.2	 0.2	 0.3	 0.2	 0.4	 0.2	 0.2	 0.1	 0.1	14	2025-07-26 23:06:22.682780	2025-07-26 23:06:58.164874	0:00:35.482094	0.9105094285089461	0.9780405678570812	0.982433234421365	0.9371215556917705	0.7777777777777779	
